generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.38,9.1257,8.5175,151,200,926
2,321.00,347.28,9.1800,8.4655,153,200,1639
3,333.00,391.26,9.7629,8.9820,160,200,5263
4,381.00,436.35,10.1943,9.2149,146,200,8786
5,405.00,463.88,9.9200,9.1668,143,200,12290
6,455.00,493.67,9.9400,9.3094,114,200,15801
7,473.00,505.99,10.1029,9.4835,117,200,19348
8,479.00,505.40,10.1086,9.3907,115,200,22909
9,486.00,513.89,10.2943,9.6338,103,200,26514
10,493.00,518.23,10.3914,9.7288,87,200,30043
11,491.00,518.48,10.2714,9.6845,67,200,33568
12,491.00,522.24,10.5257,9.8635,96,200,37096
13,494.00,519.96,10.4229,9.7780,92,200,40585
14,482.00,521.24,10.6829,9.9058,87,200,44166
