generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,300.23,9.790269,8.9229,8.5321,294.000000,300.225000,9.790269,-8.922857,-8.532107,0.138849,80,100,286
2,294.00,301.89,10.166052,9.1857,8.5016,294.000000,301.893333,10.166052,-9.185714,-8.501638,0.210427,75,100,530
3,294.00,299.02,4.507512,10.2486,9.7626,294.000000,299.022727,4.507512,-10.248571,-9.762565,0.235768,88,100,981
4,294.00,299.21,4.358940,10.8371,10.3532,294.000000,299.208791,4.358940,-10.837143,-10.353218,0.293697,91,100,1206
5,294.00,298.83,3.358735,11.0943,10.7620,294.000000,298.830000,3.358735,-11.094286,-10.762000,0.217082,100,100,1482
6,294.00,301.50,5.439669,11.5571,11.2167,294.000000,301.500000,5.439669,-11.557143,-11.216743,0.267036,100,100,1798
7,294.00,301.06,5.443932,12.0086,11.4878,294.000000,301.060000,5.443932,-12.008571,-11.487771,0.294111,100,100,2165
8,294.00,303.36,6.223375,12.0571,11.8076,294.000000,303.360000,6.223375,-12.057143,-11.807571,0.220303,100,100,2583
9,294.00,303.97,7.361325,12.2286,11.9389,294.000000,303.970000,7.361325,-12.228571,-11.938857,0.238013,100,100,3028
10,294.00,304.29,7.860401,12.3829,12.0873,294.000000,304.290000,7.860401,-12.382857,-12.087257,0.226076,100,100,3544
11,294.00,302.89,8.576590,12.5829,12.1915,294.000000,302.890000,8.576590,-12.582857,-12.191514,0.217129,100,100,4101
12,294.00,304.42,7.806638,12.6457,12.3672,294.000000,304.420000,7.806638,-12.645714,-12.367200,0.210669,100,100,4690
13,294.00,302.27,6.942413,12.6829,12.3697,294.000000,302.270000,6.942413,-12.682857,-12.369743,0.230585,100,100,5285
14,294.00,301.97,6.333175,12.6800,12.4253,294.000000,301.970000,6.333175,-12.680000,-12.425286,0.187069,100,100,5877
15,294.00,300.70,5.470832,12.6971,12.4752,294.000000,300.700000,5.470832,-12.697143,-12.475229,0.155790,100,100,6485
16,294.00,300.36,3.981256,12.8257,12.5831,294.000000,300.360000,3.981256,-12.825714,-12.583057,0.136698,100,100,7100
17,294.00,302.62,5.474998,12.9057,12.6981,294.000000,302.620000,5.474998,-12.905714,-12.698057,0.159624,100,100,7719
18,294.00,303.19,6.685350,13.0143,12.7645,294.000000,303.190000,6.685350,-13.014286,-12.764486,0.191521,100,100,8355
19,294.00,301.22,5.476459,13.1114,12.8425,294.000000,301.220000,5.476459,-13.111429,-12.842543,0.166037,100,100,9002
20,294.00,302.17,6.308811,13.1486,12.9740,294.000000,302.170000,6.308811,-13.148571,-12.974029,0.137929,100,100,9653
21,294.00,300.73,4.878227,13.2343,13.0669,294.000000,300.730000,4.878227,-13.234286,-13.066943,0.135887,100,100,10342
22,294.00,304.15,5.947058,13.2971,13.1780,294.000000,304.150000,5.947058,-13.297143,-13.177971,0.107142,100,100,11064
23,294.00,301.67,5.744658,13.3714,13.1928,294.000000,301.670000,5.744658,-13.371429,-13.192771,0.150959,100,100,11810
24,294.00,301.12,5.838287,13.4571,13.2844,294.000000,301.120000,5.838287,-13.457143,-13.284400,0.131958,100,100,12583
25,294.00,301.88,5.380112,13.5257,13.3827,294.000000,301.880000,5.380112,-13.525714,-13.382714,0.069126,100,100,13356
26,294.00,302.50,5.928744,13.5857,13.4531,294.000000,302.500000,5.928744,-13.585714,-13.453114,0.058472,100,100,14116
27,294.00,301.00,6.460650,13.6229,13.5191,294.000000,301.000000,6.460650,-13.622857,-13.519114,0.044850,100,100,14879
28,294.00,302.22,7.529382,13.6457,13.5718,294.000000,302.220000,7.529382,-13.645714,-13.571829,0.048973,100,100,15661
29,294.00,303.91,7.860146,13.7771,13.6485,294.000000,303.910000,7.860146,-13.777143,-13.648457,0.081813,100,100,16469
30,294.00,302.65,7.698539,13.8429,13.6891,294.000000,302.650000,7.698539,-13.842857,-13.689143,0.099037,100,100,17277
31,294.00,303.04,7.246958,13.8686,13.7213,294.000000,303.040000,7.246958,-13.868571,-13.721343,0.082216,100,100,18099
32,294.00,305.72,8.046217,13.9229,13.7507,294.000000,305.720000,8.046217,-13.922857,-13.750714,0.091580,100,100,18936
33,294.00,311.98,10.376878,13.9371,13.8239,294.000000,311.980000,10.376878,-13.937143,-13.823886,0.122360,100,100,19761
34,294.00,310.46,10.523707,13.9514,13.8649,294.000000,310.460000,10.523707,-13.951429,-13.864886,0.090167,100,100,20590
35,294.00,308.74,10.966877,13.9857,13.8668,294.000000,308.740000,10.966877,-13.985714,-13.866800,0.078467,100,100,21418
36,294.00,309.07,10.495004,13.9829,13.8892,294.000000,309.070000,10.495004,-13.982857,-13.889171,0.074065,100,100,22257
37,294.00,306.91,9.805198,13.9943,13.8824,294.000000,306.910000,9.805198,-13.994286,-13.882429,0.066735,100,100,23098
38,294.00,309.00,10.654576,13.9743,13.9056,294.000000,309.000000,10.654576,-13.974286,-13.905629,0.067350,100,100,23953
39,294.00,303.35,8.616699,14.0114,13.8920,294.000000,303.350000,8.616699,-14.011429,-13.892000,0.083548,100,100,24819
40,294.00,302.02,6.302349,14.0429,13.9066,294.000000,302.020000,6.302349,-14.042857,-13.906600,0.072150,100,100,25656
41,294.00,302.66,7.500960,14.0257,13.9429,294.000000,302.660000,7.500960,-14.025714,-13.942857,0.053006,100,100,26485
42,294.00,299.34,3.614471,14.0971,13.9903,294.000000,299.340000,3.614471,-14.097143,-13.990257,0.053880,100,100,27317
43,294.00,298.19,3.279314,14.1429,14.0261,294.000000,298.190000,3.279314,-14.142857,-14.026057,0.070991,100,100,28130
44,294.00,298.62,3.500800,14.2086,14.0823,294.000000,298.620000,3.500800,-14.208571,-14.082343,0.071782,100,100,28956
45,294.00,297.97,2.896394,14.2314,14.1073,294.000000,297.970000,2.896394,-14.231429,-14.107314,0.071036,100,100,29794
46,294.00,298.89,3.381996,14.2514,14.1724,294.000000,298.890000,3.381996,-14.251429,-14.172429,0.074134,100,100,30649
47,294.00,296.81,1.858467,14.3257,14.2272,294.000000,296.810000,1.858467,-14.325714,-14.227171,0.090061,100,100,31499
48,294.00,298.14,3.501485,14.3629,14.2696,294.000000,298.140000,3.501485,-14.362857,-14.269629,0.095378,100,100,32341
49,294.00,297.49,2.655165,14.3857,14.2978,294.000000,297.490000,2.655165,-14.385714,-14.297771,0.075907,100,100,33188
50,294.00,297.36,2.617327,14.3914,14.3165,294.000000,297.360000,2.617327,-14.391429,-14.316486,0.058315,100,100,34047
51,294.00,299.31,3.428396,14.4029,14.3575,294.000000,299.310000,3.428396,-14.402857,-14.357486,0.047948,100,100,34913
52,294.00,298.81,3.931145,14.4229,14.3634,294.000000,298.810000,3.931145,-14.422857,-14.363400,0.049669,100,100,35777
53,294.00,297.99,3.570700,14.4343,14.3700,294.000000,297.990000,3.570700,-14.434286,-14.370029,0.039667,100,100,36628
54,294.00,298.81,4.581910,14.4571,14.3879,294.000000,298.810000,4.581910,-14.457143,-14.387857,0.043222,100,100,37495
55,294.00,296.07,2.470850,14.4543,14.3962,294.000000,296.070000,2.470850,-14.454286,-14.396171,0.038115,100,100,38347
56,294.00,296.18,1.840543,14.4657,14.4365,294.000000,296.180000,1.840543,-14.465714,-14.436543,0.025007,100,100,39200
57,294.00,295.17,1.600344,14.4886,14.4389,294.000000,295.170000,1.600344,-14.488571,-14.438857,0.033037,100,100,40058
58,294.00,295.42,1.184736,14.5057,14.4671,294.000000,295.420000,1.184736,-14.505714,-14.467114,0.026770,100,100,40919
59,294.00,295.71,1.544636,14.5571,14.4987,294.000000,295.710000,1.544636,-14.557143,-14.498743,0.032595,100,100,41771
60,294.00,296.21,1.840082,14.5600,14.5203,294.000000,296.210000,1.840082,-14.560000,-14.520257,0.029854,100,100,42613
61,294.00,296.28,2.049780,14.5771,14.5326,294.000000,296.280000,2.049780,-14.577143,-14.532571,0.034240,100,100,43456
62,294.00,296.54,2.363980,14.6029,14.5531,294.000000,296.540000,2.363980,-14.602857,-14.553086,0.032941,100,100,44299
63,294.00,297.24,1.828223,14.6229,14.5822,294.000000,297.240000,1.828223,-14.622857,-14.582229,0.026901,100,100,45127
64,294.00,296.06,1.776626,14.6229,14.5750,294.000000,296.060000,1.776626,-14.622857,-14.575029,0.028804,100,100,45956
65,294.00,296.28,1.800444,14.6286,14.5899,294.000000,296.280000,1.800444,-14.628571,-14.589914,0.024496,100,100,46786
66,294.00,295.82,1.824171,14.6343,14.5890,294.000000,295.820000,1.824171,-14.634286,-14.588971,0.032814,100,100,47620
67,294.00,296.13,1.353920,14.6343,14.6157,294.000000,296.130000,1.353920,-14.634286,-14.615657,0.018864,100,100,48454
68,294.00,295.13,1.487649,14.6543,14.6104,294.000000,295.130000,1.487649,-14.654286,-14.610400,0.025700,100,100,49295
69,294.00,295.95,1.739971,14.6771,14.6357,294.000000,295.950000,1.739971,-14.677143,-14.635657,0.025050,100,100,50164
70,294.00,295.37,1.906069,14.6943,14.6364,294.000000,295.370000,1.906069,-14.694286,-14.636429,0.031786,100,100,51024
71,294.00,295.71,1.505291,14.7143,14.6549,294.000000,295.710000,1.505291,-14.714286,-14.654886,0.030276,100,100,51883
72,294.00,296.72,1.897788,14.7143,14.6826,294.000000,296.720000,1.897788,-14.714286,-14.682600,0.028331,100,100,52745
73,294.00,296.73,1.742728,14.7314,14.6923,294.000000,296.730000,1.742728,-14.731429,-14.692286,0.032093,100,100,53614
74,294.00,296.74,1.769859,14.7343,14.7043,294.000000,296.740000,1.769859,-14.734286,-14.704286,0.028048,100,100,54481
75,294.00,296.47,1.062591,14.7514,14.7116,294.000000,296.470000,1.062591,-14.751429,-14.711571,0.019095,100,100,55345
76,294.00,297.25,1.779747,14.7514,14.7045,294.000000,297.250000,1.779747,-14.751429,-14.704486,0.106445,100,100,56214
77,294.00,297.06,2.058252,14.7600,14.7114,294.000000,297.060000,2.058252,-14.760000,-14.711400,0.054100,100,100,57084
78,294.00,298.08,2.548254,14.7743,14.7364,294.000000,298.080000,2.548254,-14.774286,-14.736429,0.043348,100,100,57950
79,294.00,297.64,1.846727,14.7800,14.7479,294.000000,297.640000,1.846727,-14.780000,-14.747886,0.026133,100,100,58818
80,294.00,298.11,2.199523,14.7800,14.7507,294.000000,298.110000,2.199523,-14.780000,-14.750743,0.040098,100,100,59688
81,294.00,297.91,1.828086,14.7943,14.7610,294.000000,297.910000,1.828086,-14.794286,-14.761000,0.029138,100,100,60558
