generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.18,10.831641,8.8457,8.5096,294.000000,302.178082,10.831641,-8.845714,-8.509628,0.171546,73,100,280
2,294.00,300.99,9.798658,9.3171,8.4946,294.000000,300.986111,9.798658,-9.317143,-8.494563,0.226831,72,100,524
3,294.00,298.79,4.421461,9.6943,9.4463,294.000000,298.785714,4.421461,-9.694286,-9.446259,0.173257,42,100,1245
4,294.00,298.61,4.471471,10.1657,9.8499,294.000000,298.609756,4.471471,-10.165714,-9.849895,0.171454,41,100,1837
5,294.00,295.74,1.645478,10.5943,10.4228,294.000000,295.741935,1.645478,-10.594286,-10.422765,0.101383,31,100,2127
6,294.00,298.89,5.386589,11.2457,10.8484,294.000000,298.891892,5.386589,-11.245714,-10.848417,0.225997,37,100,2378
7,294.00,301.02,5.149403,11.6200,11.2404,294.000000,301.022472,5.149403,-11.620000,-11.240417,0.225374,89,100,2664
8,294.00,299.97,5.015833,11.8571,11.3627,294.000000,299.971014,5.015833,-11.857143,-11.362733,0.202206,69,100,3073
9,294.00,298.90,3.635820,11.9029,11.5011,294.000000,298.896552,3.635820,-11.902857,-11.501117,0.242230,87,100,3586
10,294.00,298.27,3.404038,12.0057,11.7018,294.000000,298.271186,3.404038,-12.005714,-11.701792,0.200110,59,100,4115
11,294.00,297.70,2.688795,12.1943,11.8723,294.000000,297.698113,2.688795,-12.194286,-11.872291,0.155226,53,100,4676
12,294.00,298.77,3.253054,12.4771,12.1238,294.000000,298.770270,3.253054,-12.477143,-12.123784,0.213157,74,100,5266
13,294.00,299.25,3.319009,12.6171,12.3330,294.000000,299.253333,3.319009,-12.617143,-12.332952,0.229508,75,100,5903
14,294.00,299.50,3.637307,12.7800,12.4482,294.000000,299.500000,3.637307,-12.780000,-12.448229,0.280589,100,100,6550
15,294.00,298.33,3.501585,12.8314,12.4974,294.000000,298.330000,3.501585,-12.831429,-12.497400,0.202440,100,100,7188
16,294.00,301.21,4.176829,12.9000,12.6524,294.000000,301.210000,4.176829,-12.900000,-12.652429,0.208257,100,100,7836
17,294.00,298.29,3.418465,13.0257,12.6263,294.000000,298.290000,3.418465,-13.025714,-12.626343,0.233990,100,100,8523
18,294.00,301.12,4.233863,13.1486,12.9342,294.000000,301.120000,4.233863,-13.148571,-12.934229,0.185605,100,100,9200
19,294.00,300.66,5.008433,13.2371,12.9776,294.000000,300.660000,5.008433,-13.237143,-12.977571,0.205298,100,100,9867
20,294.00,302.12,6.511958,13.2971,13.1144,294.000000,302.120000,6.511958,-13.297143,-13.114371,0.168021,100,100,10548
21,294.00,299.23,3.270642,13.3657,13.1614,294.000000,299.230000,3.270642,-13.365714,-13.161400,0.166897,100,100,11280
22,294.00,298.96,3.752119,13.5114,13.2115,294.000000,298.960000,3.752119,-13.511429,-13.211457,0.189913,100,100,12036
23,294.00,300.71,4.968491,13.5514,13.3005,294.000000,300.710000,4.968491,-13.551429,-13.300457,0.211239,100,100,12803
24,294.00,300.56,3.963130,13.6143,13.4071,294.000000,300.560000,3.963130,-13.614286,-13.407143,0.195916,100,100,13602
25,294.00,300.30,4.323193,13.6229,13.4714,294.000000,300.300000,4.323193,-13.622857,-13.471371,0.145281,100,100,14433
26,294.00,300.32,4.870072,13.6571,13.4836,294.000000,300.320000,4.870072,-13.657143,-13.483571,0.140284,100,100,15255
27,294.00,300.51,4.407936,13.6943,13.5506,294.000000,300.510000,4.407936,-13.694286,-13.550571,0.124648,100,100,16065
28,294.00,300.59,3.875810,13.7086,13.5607,294.000000,300.590000,3.875810,-13.708571,-13.560657,0.116994,100,100,16871
29,294.00,301.24,4.814810,13.7400,13.5588,294.000000,301.240000,4.814810,-13.740000,-13.558771,0.165266,100,100,17692
30,294.00,299.49,4.499989,13.7543,13.5743,294.000000,299.490000,4.499989,-13.754286,-13.574343,0.132343,100,100,18526
31,294.00,300.77,5.057381,13.7800,13.6635,294.000000,300.770000,5.057381,-13.780000,-13.663457,0.109160,100,100,19361
32,294.00,300.96,4.855759,13.8086,13.7127,294.000000,300.960000,4.855759,-13.808571,-13.712714,0.091984,100,100,20180
33,294.00,298.89,3.823336,13.8514,13.7239,294.000000,298.890000,3.823336,-13.851429,-13.723943,0.101292,100,100,20988
34,294.00,298.05,3.688835,13.9657,13.7765,294.000000,298.050000,3.688835,-13.965714,-13.776486,0.104836,100,100,21794
35,294.00,298.65,3.269174,14.0000,13.8566,294.000000,298.650000,3.269174,-14.000000,-13.856571,0.108556,100,100,22593
36,294.00,299.84,3.770199,14.0486,13.9253,294.000000,299.840000,3.770199,-14.048571,-13.925257,0.108277,100,100,23364
37,294.00,300.15,4.928235,14.0857,13.9266,294.000000,300.150000,4.928235,-14.085714,-13.926571,0.148057,100,100,24142
38,294.00,300.16,4.295858,14.0371,13.9463,294.000000,300.160000,4.295858,-14.037143,-13.946314,0.115261,100,100,24928
39,294.00,299.66,3.886438,14.0486,13.9590,294.000000,299.660000,3.886438,-14.048571,-13.959029,0.093995,100,100,25717
40,294.00,300.84,4.225447,14.1000,13.9846,294.000000,300.840000,4.225447,-14.100000,-13.984600,0.116282,100,100,26530
41,294.00,301.89,5.342088,14.1171,14.0103,294.000000,301.890000,5.342088,-14.117143,-14.010314,0.095425,100,100,27339
42,294.00,301.65,5.034630,14.1429,14.0282,294.000000,301.650000,5.034630,-14.142857,-14.028229,0.093808,100,100,28131
43,294.00,298.69,4.029131,14.1857,14.0098,294.000000,298.690000,4.029131,-14.185714,-14.009829,0.116483,100,100,28909
44,294.00,301.07,5.383781,14.2371,14.0719,294.000000,301.070000,5.383781,-14.237143,-14.071886,0.146813,100,100,29708
45,294.00,299.85,4.003436,14.2829,14.0850,294.000000,299.850000,4.003436,-14.282857,-14.085029,0.123392,100,100,30508
46,294.00,301.53,5.926981,14.3886,14.1727,294.000000,301.530000,5.926981,-14.388571,-14.172657,0.127593,100,100,31326
47,294.00,300.95,4.671991,14.3657,14.1883,294.000000,300.950000,4.671991,-14.365714,-14.188314,0.118277,100,100,32147
