generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.19,10.850476,8.8886,8.5414,294.000000,302.186047,10.850476,-8.888571,-8.541362,0.130407,86,100,310
2,294.00,300.47,10.262408,9.0829,8.4707,294.000000,300.465909,10.262408,-9.082857,-8.470747,0.203184,88,100,694
3,294.00,299.96,7.506902,9.6286,9.3604,294.000000,299.955556,7.506902,-9.628571,-9.360381,0.082544,45,100,1519
4,294.00,301.93,8.161433,10.3600,10.0016,294.000000,301.931818,8.161433,-10.360000,-10.001623,0.282072,44,100,1801
5,294.00,307.50,8.226139,10.7714,10.5606,294.000000,307.500000,8.226139,-10.771429,-10.560599,0.174742,62,100,2001
6,294.00,299.27,5.338955,11.1886,10.8326,294.000000,299.269231,5.338955,-11.188571,-10.832582,0.181758,52,100,2208
7,294.00,301.79,7.345556,11.7543,11.1981,294.000000,301.793103,7.345556,-11.754286,-11.198128,0.240053,58,100,2441
8,294.00,303.84,7.854578,12.1200,11.7282,294.000000,303.840000,7.854578,-12.120000,-11.728171,0.291528,100,100,2866
9,294.00,303.61,6.580114,12.4029,11.9531,294.000000,303.610000,6.580114,-12.402857,-11.953143,0.227484,100,100,3348
10,294.00,300.80,4.429447,12.4114,12.0298,294.000000,300.800000,4.429447,-12.411429,-12.029800,0.218352,100,100,3853
11,294.00,300.37,4.537962,12.4686,12.1721,294.000000,300.370000,4.537962,-12.468571,-12.172086,0.214682,100,100,4369
12,294.00,301.54,6.139088,12.5571,12.3012,294.000000,301.540000,6.139088,-12.557143,-12.301229,0.219293,100,100,4890
13,294.00,297.31,2.225736,12.7543,12.4426,294.000000,297.310000,2.225736,-12.754286,-12.442629,0.209774,100,100,5448
14,294.00,297.60,2.509980,12.9171,12.7142,294.000000,297.600000,2.509980,-12.917143,-12.714229,0.115920,100,100,6028
15,294.00,297.49,2.256081,13.0286,12.8580,294.000000,297.490000,2.256081,-13.028571,-12.858029,0.071363,100,100,6655
16,294.00,297.57,2.950441,13.0914,12.9592,294.000000,297.570000,2.950441,-13.091429,-12.959200,0.068585,100,100,7303
17,294.00,298.00,2.949576,13.2029,13.0671,294.000000,298.000000,2.949576,-13.202857,-13.067086,0.048740,100,100,7966
18,294.00,296.14,2.249533,13.2829,13.1689,294.000000,296.140000,2.249533,-13.282857,-13.168914,0.069153,100,100,8641
19,294.00,297.29,2.413690,13.4800,13.2992,294.000000,297.290000,2.413690,-13.480000,-13.299171,0.066727,100,100,9314
20,294.00,297.22,3.035062,13.4714,13.3631,294.000000,297.220000,3.035062,-13.471429,-13.363114,0.068325,100,100,9990
21,294.00,297.64,3.303089,13.5400,13.4393,294.000000,297.640000,3.303089,-13.540000,-13.439286,0.070938,100,100,10670
22,294.00,297.53,2.934127,13.6200,13.4854,294.000000,297.530000,2.934127,-13.620000,-13.485371,0.056907,100,100,11353
23,294.00,296.66,2.112913,13.6971,13.5898,294.000000,296.660000,2.112913,-13.697143,-13.589829,0.070396,100,100,12031
24,294.00,297.52,2.291201,13.7286,13.6797,294.000000,297.520000,2.291201,-13.728571,-13.679714,0.041951,100,100,12698
25,294.00,299.52,4.090183,13.8086,13.7264,294.000000,299.520000,4.090183,-13.808571,-13.726400,0.052257,100,100,13372
26,294.00,297.62,2.935234,13.8429,13.7520,294.000000,297.620000,2.935234,-13.842857,-13.752000,0.056815,100,100,14049
27,294.00,298.64,3.488610,13.8857,13.7890,294.000000,298.640000,3.488610,-13.885714,-13.789000,0.059505,100,100,14729
28,294.00,299.72,3.808097,13.9086,13.8207,294.000000,299.720000,3.808097,-13.908571,-13.820657,0.065032,100,100,15399
29,294.00,299.67,4.461065,13.9143,13.8338,294.000000,299.670000,4.461065,-13.914286,-13.833771,0.062604,100,100,16067
30,294.00,300.75,5.367262,13.9457,13.8574,294.000000,300.750000,5.367262,-13.945714,-13.857371,0.074402,100,100,16747
31,294.00,299.41,4.939828,13.9829,13.8713,294.000000,299.410000,4.939828,-13.982857,-13.871314,0.066757,100,100,17424
32,294.00,299.09,5.043996,14.0000,13.8817,294.000000,299.090000,5.043996,-14.000000,-13.881657,0.075864,100,100,18111
33,294.00,299.53,3.293797,14.0571,13.9580,294.000000,299.530000,3.293797,-14.057143,-13.957971,0.081274,100,100,18808
34,294.00,298.19,3.393214,14.0971,13.9950,294.000000,298.190000,3.393214,-14.097143,-13.994971,0.068827,100,100,19522
35,294.00,298.30,2.736786,14.0829,14.0288,294.000000,298.300000,2.736786,-14.082857,-14.028771,0.037793,100,100,20254
36,294.00,297.15,2.589884,14.1314,14.0449,294.000000,297.150000,2.589884,-14.131429,-14.044857,0.050476,100,100,20969
37,294.00,297.68,2.587972,14.1771,14.0992,294.000000,297.680000,2.587972,-14.177143,-14.099171,0.043299,100,100,21668
38,294.00,299.43,3.955389,14.2057,14.1507,294.000000,299.430000,3.955389,-14.205714,-14.150743,0.042751,100,100,22391
39,294.00,298.75,4.140954,14.2286,14.1711,294.000000,298.750000,4.140954,-14.228571,-14.171114,0.037458,100,100,23101
40,294.00,299.55,4.737879,14.3343,14.2126,294.000000,299.550000,4.737879,-14.334286,-14.212629,0.049291,100,100,23823
41,294.00,301.12,5.359627,14.4600,14.2957,294.000000,301.120000,5.359627,-14.460000,-14.295686,0.076684,100,100,24578
42,294.00,303.24,5.205997,14.4543,14.3520,294.000000,303.240000,5.205997,-14.454286,-14.352000,0.063673,100,100,25353
43,294.00,302.64,5.620534,14.4400,14.3615,294.000000,302.640000,5.620534,-14.440000,-14.361514,0.061463,100,100,26135
44,294.00,301.02,5.885542,14.4514,14.3725,294.000000,301.020000,5.885542,-14.451429,-14.372514,0.052448,100,100,26922
45,294.00,302.67,5.964990,14.4600,14.4016,294.000000,302.670000,5.964990,-14.460000,-14.401600,0.036116,100,100,27722
46,294.00,298.87,5.235752,14.4829,14.4241,294.000000,298.870000,5.235752,-14.482857,-14.424057,0.029450,100,100,28536
47,294.00,296.50,2.491987,14.4971,14.4467,294.000000,296.500000,2.491987,-14.497143,-14.446686,0.021271,100,100,29383
48,294.00,295.63,1.418838,14.5200,14.4681,294.000000,295.630000,1.418838,-14.520000,-14.468086,0.018259,100,100,30244
49,294.00,296.14,1.600125,14.5429,14.4964,294.000000,296.140000,1.600125,-14.542857,-14.496429,0.019053,100,100,31096
50,294.00,295.81,1.610559,14.5514,14.5062,294.000000,295.810000,1.610559,-14.551429,-14.506229,0.018234,100,100,31956
51,294.00,296.95,2.255549,14.5800,14.5316,294.000000,296.950000,2.255549,-14.580000,-14.531629,0.024645,100,100,32833
52,294.00,298.29,2.534936,14.5800,14.5449,294.000000,298.290000,2.534936,-14.580000,-14.544857,0.031096,100,100,33685
53,294.00,298.11,2.622575,14.6143,14.5729,294.000000,298.110000,2.622575,-14.614286,-14.572857,0.018911,100,100,34530
54,294.00,298.40,2.549510,14.6257,14.5865,294.000000,298.400000,2.549510,-14.625714,-14.586514,0.023609,100,100,35381
55,294.00,298.53,2.961267,14.6486,14.5968,294.000000,298.530000,2.961267,-14.648571,-14.596829,0.033804,100,100,36234
56,294.00,299.32,3.770623,14.6543,14.6151,294.000000,299.320000,3.770623,-14.654286,-14.615086,0.032486,100,100,37095
57,294.00,299.79,3.262806,14.6714,14.6351,294.000000,299.790000,3.262806,-14.671429,-14.635057,0.024464,100,100,37934
58,294.00,298.95,2.597595,14.6629,14.6342,294.000000,298.950000,2.597595,-14.662857,-14.634200,0.022151,100,100,38781
59,294.00,298.13,2.184743,14.6771,14.6442,294.000000,298.130000,2.184743,-14.677143,-14.644229,0.018162,100,100,39626
60,294.00,298.18,2.531324,14.6771,14.6497,294.000000,298.180000,2.531324,-14.677143,-14.649686,0.026984,100,100,40448
61,294.00,298.22,2.586813,14.7143,14.6547,294.000000,298.220000,2.586813,-14.714286,-14.654743,0.036886,100,100,41291
62,294.00,298.58,2.400750,14.7314,14.6825,294.000000,298.580000,2.400750,-14.731429,-14.682457,0.033644,100,100,42147
63,294.00,298.43,2.581685,14.7400,14.6871,294.000000,298.430000,2.581685,-14.740000,-14.687086,0.043514,100,100,42994
64,294.00,297.67,2.860262,14.7429,14.6887,294.000000,297.670000,2.860262,-14.742857,-14.688743,0.042653,100,100,43857
65,294.00,298.39,2.641572,14.7514,14.7156,294.000000,298.390000,2.641572,-14.751429,-14.715629,0.032750,100,100,44718
66,294.00,299.24,2.069396,14.7543,14.7223,294.000000,299.240000,2.069396,-14.754286,-14.722343,0.040005,100,100,45576
67,294.00,298.38,2.456746,14.7686,14.7092,294.000000,298.380000,2.456746,-14.768571,-14.709171,0.050524,100,100,46423
68,294.00,298.11,2.493572,14.7943,14.7229,294.000000,298.110000,2.493572,-14.794286,-14.722914,0.042733,100,100,47279
69,294.00,298.27,2.708708,14.8057,14.7408,294.000000,298.270000,2.708708,-14.805714,-14.740771,0.052850,100,100,48121
70,294.00,299.50,2.215852,14.8057,14.7715,294.000000,299.500000,2.215852,-14.805714,-14.771543,0.040754,100,100,48939
71,294.00,298.00,2.672078,14.8114,14.7391,294.000000,298.000000,2.672078,-14.811429,-14.739143,0.050721,100,100,49754
72,294.00,298.44,3.040789,14.8143,14.7708,294.000000,298.440000,3.040789,-14.814286,-14.770829,0.046913,100,100,50574
73,294.00,298.48,2.998266,14.8171,14.7755,294.000000,298.480000,2.998266,-14.817143,-14.775486,0.049420,100,100,51402
74,294.00,298.11,2.989632,14.8286,14.7790,294.000000,298.110000,2.989632,-14.828571,-14.779029,0.050500,100,100,52233
75,294.00,294.41,1.225520,14.8314,14.7274,294.000000,294.410000,1.225520,-14.831429,-14.727371,0.020840,100,100,53085
76,294.00,296.23,2.911546,14.8343,14.7506,294.000000,296.230000,2.911546,-14.834286,-14.750629,0.033818,100,100,53928
77,294.00,298.74,3.375263,14.8486,14.8039,294.000000,298.740000,3.375263,-14.848571,-14.803914,0.037811,100,100,54753
78,294.00,297.70,3.163858,14.8686,14.8050,294.000000,297.700000,3.163858,-14.868571,-14.804971,0.046468,100,100,55575
79,294.00,297.81,2.948542,14.8800,14.8225,294.000000,297.810000,2.948542,-14.880000,-14.822486,0.045328,100,100,56404
80,294.00,297.72,2.922602,14.8914,14.8322,294.000000,297.720000,2.922602,-14.891429,-14.832229,0.045165,100,100,57221
81,294.00,298.41,2.796766,14.8971,14.8349,294.000000,298.410000,2.796766,-14.897143,-14.834886,0.050703,100,100,58055
82,294.00,298.33,2.698351,14.9029,14.8350,294.000000,298.330000,2.698351,-14.902857,-14.835000,0.055378,100,100,58878
83,294.00,298.35,2.281995,14.9057,14.8390,294.000000,298.350000,2.281995,-14.905714,-14.839029,0.045140,100,100,59707
84,294.00,297.89,2.656671,14.9200,14.8362,294.000000,297.890000,2.656671,-14.920000,-14.836229,0.048554,100,100,60543
