generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,299.77,9.537224,8.9943,8.5410,294.000000,299.770115,9.537224,-8.994286,-8.540985,0.117443,87,100,318
2,294.00,298.36,7.940056,8.9571,8.4899,294.000000,298.360465,7.940056,-8.957143,-8.489900,0.162745,86,100,627
3,294.00,299.72,4.601289,9.7886,9.4306,294.000000,299.715789,4.601289,-9.788571,-9.430617,0.171738,95,100,1526
4,294.00,299.59,4.292074,10.5343,10.1655,294.000000,299.590000,4.292074,-10.534286,-10.165514,0.210159,100,100,2707
5,294.00,299.13,3.775328,10.8400,10.5615,294.000000,299.130000,3.775328,-10.840000,-10.561457,0.165404,100,100,3836
6,294.00,299.10,3.342155,11.0771,10.7920,294.000000,299.100000,3.342155,-11.077143,-10.792029,0.166929,100,100,4901
7,294.00,299.76,3.688143,11.1971,10.9239,294.000000,299.760000,3.688143,-11.197143,-10.923857,0.151452,100,100,6010
8,294.00,299.62,2.972474,11.3314,11.0178,294.000000,299.620000,2.972474,-11.331429,-11.017771,0.141610,100,100,7149
9,294.00,299.57,3.680367,11.4400,11.1531,294.000000,299.570000,3.680367,-11.440000,-11.153086,0.242274,100,100,8231
10,294.00,300.06,3.537852,11.6600,11.3349,294.000000,300.060000,3.537852,-11.660000,-11.334857,0.216887,100,100,9319
11,294.00,300.03,4.065600,11.7943,11.4519,294.000000,300.030000,4.065600,-11.794286,-11.451886,0.194208,100,100,10424
12,294.00,299.11,4.529669,11.9114,11.5571,294.000000,299.110000,4.529669,-11.911429,-11.557086,0.236181,100,100,11545
13,294.00,296.41,2.604208,12.0771,11.7289,294.000000,296.410000,2.604208,-12.077143,-11.728886,0.181966,100,100,12673
14,294.00,296.95,2.393220,12.1829,11.9339,294.000000,296.950000,2.393220,-12.182857,-11.933943,0.185613,100,100,13825
15,294.00,296.71,1.807180,12.2714,12.0607,294.000000,296.710000,1.807180,-12.271429,-12.060743,0.169573,100,100,15001
16,294.00,298.72,2.724261,12.3943,12.2166,294.000000,298.720000,2.724261,-12.394286,-12.216600,0.149250,100,100,16162
17,294.00,298.73,2.712397,12.4314,12.2757,294.000000,298.730000,2.712397,-12.431429,-12.275686,0.130754,100,100,17286
18,294.00,298.14,2.828498,12.4600,12.2865,294.000000,298.140000,2.828498,-12.460000,-12.286486,0.142828,100,100,18423
19,294.00,297.81,2.407052,12.5629,12.3179,294.000000,297.810000,2.407052,-12.562857,-12.317857,0.196491,100,100,19570
20,294.00,298.92,3.621270,12.6029,12.4230,294.000000,298.920000,3.621270,-12.602857,-12.423029,0.173951,100,100,20724
21,294.00,299.45,3.204294,12.7086,12.5164,294.000000,299.450000,3.204294,-12.708571,-12.516429,0.127329,100,100,21886
22,294.00,298.27,3.743942,12.8229,12.6103,294.000000,298.270000,3.743942,-12.822857,-12.610257,0.150097,100,100,23046
23,294.00,298.38,3.291747,12.8829,12.7153,294.000000,298.380000,3.291747,-12.882857,-12.715286,0.171385,100,100,24238
24,294.00,297.48,2.718382,13.0600,12.7491,294.000000,297.480000,2.718382,-13.060000,-12.749086,0.189049,100,100,25448
25,294.00,298.71,3.575738,13.1486,12.8979,294.000000,298.710000,3.575738,-13.148571,-12.897943,0.195772,100,100,26631
26,294.00,297.80,2.742262,13.2543,13.0236,294.000000,297.800000,2.742262,-13.254286,-13.023600,0.216664,100,100,27805
27,294.00,297.62,2.440410,13.2600,13.1075,294.000000,297.620000,2.440410,-13.260000,-13.107543,0.206486,100,100,28950
28,294.00,297.45,2.511474,13.3657,13.1395,294.000000,297.450000,2.511474,-13.365714,-13.139543,0.229862,100,100,30084
29,294.00,297.31,2.180344,13.4286,13.1896,294.000000,297.310000,2.180344,-13.428571,-13.189571,0.177371,100,100,31214
30,294.00,297.73,2.444811,13.4429,13.2887,294.000000,297.730000,2.444811,-13.442857,-13.288743,0.151100,100,100,32348
31,294.00,297.94,2.788620,13.5143,13.3187,294.000000,297.940000,2.788620,-13.514286,-13.318743,0.159968,100,100,33480
32,294.00,298.13,2.704274,13.4943,13.3427,294.000000,298.130000,2.704274,-13.494286,-13.342743,0.182550,100,100,34616
33,294.00,297.98,2.778417,13.5800,13.3703,294.000000,297.980000,2.778417,-13.580000,-13.370343,0.184502,100,100,35763
