generacion,mejor_asignaciones,promedio_asignaciones,desv_std_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,desv_std_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,desv_std_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,303.00,10.793783,9.1057,8.5428,294.000000,303.000000,10.793783,-9.105714,-8.542824,0.151696,87,100,315
2,294.00,304.08,10.888554,9.1257,8.4511,294.000000,304.077778,10.888554,-9.125714,-8.451111,0.267078,90,100,610
3,294.00,296.42,2.768785,9.7143,9.2845,294.000000,296.422222,2.768785,-9.714286,-9.284508,0.193040,45,100,1533
4,294.00,300.12,4.864326,10.4229,10.0093,294.000000,300.116883,4.864326,-10.422857,-10.009276,0.228136,77,100,2111
5,294.00,300.99,5.979122,11.1829,10.6117,294.000000,300.990000,5.979122,-11.182857,-10.611686,0.318744,100,100,2397
6,294.00,304.16,7.649471,11.8200,11.3683,294.000000,304.160000,7.649471,-11.820000,-11.368286,0.274541,100,100,2687
7,294.00,304.10,8.013240,12.2514,11.7429,294.000000,304.101010,8.013240,-12.251429,-11.742886,0.231761,99,100,2967
8,294.00,300.79,4.316454,12.3943,12.0732,294.000000,300.787879,4.316454,-12.394286,-12.073160,0.207073,99,100,3319
9,294.00,299.77,4.610542,12.5800,12.2675,294.000000,299.770000,4.610542,-12.580000,-12.267514,0.206900,100,100,3704
10,294.00,302.82,7.305313,12.6857,12.4886,294.000000,302.820000,7.305313,-12.685714,-12.488600,0.209383,100,100,4136
11,294.00,298.44,3.272064,12.8314,12.5059,294.000000,298.440000,3.272064,-12.831429,-12.505943,0.203963,100,100,4592
12,294.00,301.24,5.014220,12.9086,12.7258,294.000000,301.240000,5.014220,-12.908571,-12.725800,0.140265,100,100,5093
13,294.00,301.90,8.577296,13.0543,12.7933,294.000000,301.900000,8.577296,-13.054286,-12.793343,0.178761,100,100,5626
