INSTANCIA,TAM,POB,CRU,MUT,HV,PARETO_FILE
promedio_2024,286,50,0.60,0.010,0.304954,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.298626,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.311878,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.308949,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.318166,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.318004,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.298663,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.294732,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.313867,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.309549,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.319088,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.317029,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.307227,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.319359,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.299587,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.303349,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.302390,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.308515,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.297719,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.305522,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.324064,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.279989,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.307286,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.296529,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.270512,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.294881,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.308035,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.303593,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.283866,output/promedio_2024_pareto_front.csv
promedio_2024,286,50,0.60,0.010,0.307124,output/promedio_2024_pareto_front.csv
