generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,302.85,8.9200,8.5099,155,200,899
2,295.00,307.80,9.1971,8.4645,158,200,1685
3,294.00,310.96,9.9314,9.1824,145,200,4982
4,299.00,321.90,10.8029,9.6457,179,200,7770
5,306.00,332.05,10.8257,10.0578,175,200,10771
6,314.00,334.15,11.2371,10.1988,200,200,14067
7,321.00,342.60,11.1514,10.3587,200,200,17581
8,326.00,346.58,11.7171,10.5286,200,200,21257
9,331.00,354.53,11.6057,10.6948,200,200,25133
10,335.00,371.14,11.7086,10.9944,200,200,29064
11,341.00,372.27,11.7943,11.0410,200,200,33073
12,341.00,375.41,11.9914,10.8981,200,200,37067
13,347.00,385.33,12.0457,11.1021,200,200,41309
14,351.00,393.35,12.0114,11.2417,200,200,45286
