generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.61,9.0714,8.5435,155,200,904
2,294.00,306.67,8.9886,8.4515,151,200,1608
3,297.00,311.81,9.8000,9.1739,169,200,4651
4,302.00,324.43,10.5200,9.6742,195,200,7437
5,306.00,331.99,10.7914,9.9487,200,200,10563
6,309.00,334.47,10.8771,10.1022,200,200,13913
7,313.00,340.75,10.9743,10.2687,200,200,17402
8,321.00,343.61,11.3086,10.3526,200,200,20949
9,326.00,358.52,11.5514,10.7438,200,200,24570
10,332.00,357.46,11.6200,10.7401,193,200,28256
11,335.00,363.61,11.5543,10.7812,199,200,32094
12,343.00,365.92,11.4886,10.8128,200,200,35943
13,344.00,365.28,11.6971,10.7940,200,200,40087
14,348.00,370.65,11.7686,10.9084,200,200,44031
