generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.60,9.3400,8.5398,163,200,798
2,294.00,306.87,9.0943,8.4681,171,200,1629
3,296.00,315.39,9.7400,9.2340,148,200,4271
4,302.00,322.45,10.3943,9.6227,132,200,6418
5,305.00,326.66,10.5514,9.9171,136,200,8816
6,311.00,335.86,10.8029,10.0788,152,200,11593
7,313.00,338.93,11.0086,10.1953,171,200,14617
8,320.00,356.16,11.2314,10.4048,177,200,17729
9,327.00,359.03,11.2543,10.5445,162,200,20947
10,332.00,361.95,11.3657,10.6095,177,200,24245
11,337.00,358.33,11.3629,10.5737,126,200,27591
12,342.00,355.67,11.4457,10.5243,124,200,31055
13,344.00,364.77,11.3800,10.7542,112,200,34502
14,345.00,365.70,11.6000,10.7722,128,200,37931
