generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.41,8.9286,8.5141,162,200,981
2,295.00,307.04,9.1714,8.4148,146,200,1767
3,294.00,314.42,9.7886,9.2008,178,200,5452
4,300.00,328.43,10.3114,9.5946,195,200,8849
5,304.00,325.45,10.6629,9.8220,200,200,12301
6,308.00,342.83,10.8114,10.1340,200,200,15853
7,316.00,344.39,10.9200,10.2420,176,200,19408
8,324.00,344.68,11.1629,10.5080,199,200,23195
9,329.00,351.54,11.6286,10.6652,200,200,27084
10,332.00,358.11,11.4771,10.7870,200,200,31019
11,333.00,360.42,11.5514,10.7378,200,200,35063
12,342.00,366.82,11.7429,10.9046,194,200,39096
13,345.00,370.00,11.7800,10.9556,196,200,43122
14,350.00,375.01,11.6343,10.9879,186,200,47420
