generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,301.79,9.0686,8.5356,166,200,957
2,294.00,307.99,9.1600,8.4426,168,200,1770
3,296.00,312.97,9.6743,9.1388,152,200,5063
4,303.00,329.62,10.7257,9.5852,162,200,7874
5,310.00,347.37,10.8543,10.0508,196,200,10989
6,316.00,345.76,11.0171,10.1539,187,200,14379
7,323.00,352.07,11.1286,10.3524,194,200,17969
8,328.00,352.26,11.2200,10.3685,199,200,21782
9,336.00,363.18,11.3029,10.5508,194,200,26062
10,340.00,373.62,11.6343,10.7228,200,200,30202
11,344.00,379.71,11.6029,10.7730,200,200,34285
12,349.00,382.61,11.7514,10.8389,200,200,38426
13,353.00,385.64,12.0200,10.9298,200,200,42501
14,356.00,390.49,11.8771,11.0820,200,200,46641
