generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,soluciones_factibles,poblacion_total,tiempo_ms
1,294.00,300.23,8.9229,8.5321,80,100,234
2,318.00,343.11,9.1943,8.4444,80,100,433
3,313.00,357.86,9.5571,8.8987,69,100,1558
4,354.00,400.47,9.8257,9.1620,76,100,2678
5,380.00,436.38,10.3114,9.3769,85,100,3825
6,394.00,448.95,10.1057,9.4647,85,100,5070
7,423.00,459.77,10.0971,9.4601,83,100,6337
8,447.00,487.46,10.3114,9.6786,67,100,7572
9,454.00,485.18,10.2229,9.6109,45,100,8810
10,453.00,483.36,10.4571,9.6699,72,100,10038
11,465.00,490.26,10.3886,9.6918,72,100,11301
12,472.00,494.90,10.3486,9.7689,61,100,12514
13,484.00,505.60,10.3571,9.9066,30,100,13724
14,484.00,510.53,10.5143,9.7167,32,100,14926
15,482.00,515.21,10.6343,9.9032,57,100,16118
16,482.00,509.61,10.4343,9.9618,56,100,17322
17,485.00,519.38,10.6029,10.0307,79,100,18497
18,486.00,520.68,10.7914,10.0736,76,100,19666
19,483.00,517.60,10.6000,10.1156,77,100,20846
20,493.00,516.24,10.5371,10.0648,68,100,22019
21,490.00,518.61,10.4657,10.0243,62,100,23185
22,486.00,515.66,10.5629,10.1700,56,100,24376
23,489.00,508.03,10.8829,9.9674,60,100,25598
24,485.00,511.14,10.7571,10.1614,63,100,26815
25,482.00,508.15,11.0400,10.2904,72,100,28018
26,474.00,509.12,10.9171,10.2400,82,100,29217
