INSTANCIA,TAM,POB,CRU,MUT,HV,PARETO_FILE
promedio_2024,286,100,0.80,0.100,0.243489,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.245415,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.235610,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.247246,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.237779,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.238228,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.238344,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.246042,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.244945,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.232119,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.244004,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.245784,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.243178,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.249974,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.252333,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.240368,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.228084,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.240179,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.244412,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.238149,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.253131,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.237541,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.227022,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.243931,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.247049,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.235939,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.248382,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.247026,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.241831,output/promedio_2024_pareto_front.csv
promedio_2024,286,100,0.80,0.100,0.234319,output/promedio_2024_pareto_front.csv
